_id,name_en,name_fr,name_de,name_es,name_it,name_jp,game,armor_type,hunter_rank,village_stars,dlc_event,gender,hunter_type,rarity,num_slots,defense,max_defense,fire_res,water_res,thunder_res,ice_res,dragon_res,price
1729,Diablo Greaves,Grèves Diablos,Diablos-Beinschienen,Grebas Diablos,Schinieri di Diablos,,0,4,3,5,,0,1,4,1,40,,3,-1,1,-2,0,
1730,Diablo Leggings,Cuissardes Diablos,Diablos-Gamaschen,Calzas de Diablos,Gambali di Diablos,,0,4,3,5,,0,2,4,1,20,,5,2,4,-1,0,
1731,Gravios Greaves,Grèves Gravios,Gravios-Beinschienen,Grebas de Gravios,Schinieri Gravios,,0,4,3,5,,0,1,4,2,40,,2,-2,2,0,-2,
1732,Gravios Leggings,Cuissardes Gravios,Gravios-Gamaschen,Calzas de Gravios,Gambali Gravios,,0,4,3,5,,0,2,4,2,20,,4,1,3,1,0,
1733,Diablo Greaves D,Grèves Diablos D,DiablosBeinschienenD,Grebas Diablos D,Schinieri Diablos D,,0,4,3,5,,0,1,4,2,38,,3,-1,1,-2,0,
1734,Diablo Leggings D,Cuissardes Diablos D,Diablos-Gamaschen D,Calzas de Diablos D,Gambali di Diablos D,,0,4,3,5,,0,2,4,2,18,,5,2,4,-1,0,
1735,Gravios Greaves D,Grèves Gravios D,Gravios-Schienen D,Grebas de Gravios D,Schinieri Gravios D,,0,4,3,5,,0,1,4,2,38,,2,-2,2,1,0,
1736,Gravios Leggings D,Cuissardes Gravios D,Gravios-Gamaschen D,Calzas de Gravios D,Gambali Gravios D,,0,4,3,5,,0,2,4,2,18,,4,1,3,2,0,
1737,Mosswine Feet,Pi eds Mosswine,Mosswine-Füße,Pezuñas de Mosswine,Zampa Mosswine,,0,4,1,2,,0,0,5,1,3,,0,0,0,0,0,
1738,Giaprey Feet,Pieds Giaprey,Giaprey-Füße,Pezuñas de Giaprey,Zampa di Giaprey,,0,4,1,2,,0,0,5,2,16,,0,2,2,3,-2,
1739,Velociprey Feet,Pieds Velociprey,Velociprey-Füße,Pezuñas Velociprey,Zampa Velociprey,,0,4,1,2,,0,0,5,2,18,,1,1,1,1,1,
1740,(dummy)Famitsu Cloth Wrap,(dummy)Famitsu Cloth Wrap,(dummy)Famitsu Cloth Wrap,(dummy)Famitsu Cloth Wrap,(dummy)Famitsu Cloth Wrap,,0,4,6,5,,1,0,5,0,20,,2,2,2,2,2,
1741,(dummy)Famitsu Pants,(dummy)Famitsu Pants,(dummy)Famitsu Pants,(dummy)Famitsu Pants,(dummy)Famitsu Pants,,0,4,6,5,,2,0,5,0,20,,2,2,2,2,2,
1742,Genprey Feet,Pieds Genprey,Genprey-Füße,Pezuñas de Genprey,Zampa Genprey,,0,4,1,3,,0,0,5,2,20,,1,1,2,1,1,
1743,Black Belt Greaves,Grèves ceint. noire,Schwarzgurt-Schienen,Grebas Cint. Negro,Schin. Cintura Nera,,0,4,1,3,,0,0,5,2,20,,2,2,2,2,2,
1744,Shinobi Boots (Sun),Bott. Shinobi Soleil,ShinobiStiefel Sonne,Botas Shinobi (Sol),Stiv. Shinobi (Sole),,0,4,3,6,,0,0,5,1,20,,2,-6,4,-3,2,
1745,Shinobi Boots (Moon),Bott. Shinobi Lune,Shinobi-Stiefel Mond,Botas Shinobi (Luna),Stiv. Shinobi (Luna),,0,4,3,6,,0,0,5,2,20,,2,-6,4,-3,2,
1746,Guild Knight Boots,Bottes de la guilde,Gildenritterstiefel,Botas Cab. Gremio,Stivali Cav. Gilda,,0,4,3,4,,1,0,5,1,20,,0,0,0,0,0,
1747,Guild Knight Tights,Chauss. de la guilde,GildenritterStrmpfhs,Leotardos Cab. Grem.,Calzam. Cav. Gilda,,0,4,3,4,,1,0,5,1,20,,0,0,0,0,0,
1748,Guardian Boots,Bottes du gardien,Wächter-Stiefel,Botas de Guardián,Stivali Guardiano,,0,4,3,5,,1,0,5,2,20,,0,0,0,0,0,
1749,Guardian Pants,Pantalon du gardien,Wächter-Hose,Pantalones Guardián,Pantaloni Guardiano,,0,4,3,5,,1,0,5,1,20,,0,0,0,0,0,
1750,Maiden's Stockings,Jupe de demoiselle,Magd-Strümpfe,Medias de Doncella,Calze da Donna,,0,4,3,4,,2,0,5,1,20,,0,0,0,0,0,
1751,Personal Tights,Chausses perso.,Persönl. Strumpfhose,Leotardos Personales,Calzam. Personale,,0,4,3,4,,2,0,5,1,20,,0,0,0,0,0,
1752,Helper Socks,Chaussettes aide,Helfer-Socken,Calcetines Ayudante,Calze Aiutante,,0,4,3,5,,2,0,5,2,20,,0,0,0,0,0,
1753,Healer Socks,Chaussettes Guériss.,Heiler-Socken,Calcet. de Sanador,Calze Guaritrice,,0,4,3,5,,2,0,5,1,20,,0,0,0,0,0,
1754,Ioprey Feet,Pieds Ioprey,Ioprey-Füße,Pezuñas de Ioprey,Zampa Ioprey,,0,4,1,3,,0,0,5,2,22,,2,1,1,1,1,
1755,Remobra Feet,Pieds Remobra,Remobra-Füße,Pezuñas de Remobra,Zampa di Remobra,,0,4,1,2,,0,0,5,0,24,,0,-1,-1,-1,-1,
1756,Melahoa Roots,Racines Melahoa,Melahoa-Wurzeln,Raíces Melahoa,Radici Melahoa,,0,4,1,1,,0,1,5,1,20,,0,1,1,0,0,
1757,Melahoa Taproot,Pivot Melahoa,Melahoa-Pfahlwurzel,Tallo Melahoa,Fittone Melahoa,,0,4,1,1,,0,2,5,1,10,,0,2,1,0,0,
1758,Makluva Pants,Pantalon Makluva,Makluva-Hose,Pantalones Makluva,Pantaloni Makluva,,0,4,1,2,,0,1,5,1,28,,0,2,-2,0,0,
1759,Makluva Leggings,Cuissardes Makluva,Makluva-Gamaschen,Calzas de Makluva,Gambali Makluva,,0,4,1,2,,0,2,5,1,16,,0,3,-1,0,0,
1760,Hypno Greaves,Grèves Hypno,Hypno-Schienen,Grebas Hypno,Schinieri Hypno,,0,4,7,10,,0,1,5,1,32,,-2,2,0,1,1,
1761,Hypno Leggings,Cuissardes Hypno,Hypno-Gamaschen,Calzas Hypno,Gambali di Hypno,,0,4,7,10,,0,2,5,1,16,,0,4,2,3,2,
1762,Obituary Gamba,Gamba nécrologie,Todes-Gamba,Gamba de Obituario,Gamba Necrologio,,0,4,1,6,,1,1,2,1,32,,3,-5,3,-4,2,
1763,Obituary Femur,Fémur nécrologie,Todes-Femur,Fémur de Obituario,Femore Necrologio,,0,4,1,6,,1,2,2,1,16,,4,-4,5,-3,2,
1764,Butterfly Gamba,Gamba papillon,Schmetterling-Gamba,Gamba de Mariposa,Gamba Farfalla,,0,4,1,6,,2,1,2,1,32,,3,-5,3,-4,2,
1765,Butterfly Femur,Fémur papillon,Schmetterling-Femur,Fémur de Mariposa,Femore Farfalla,,0,4,1,6,,2,2,2,1,16,,4,-4,5,-3,2,
1766,Black Feet,Pieds noirs,Schwarze Füße,Pezuñas Negras,Piedi Neri,,0,4,10,5,,0,1,5,2,36,,0,2,2,2,-5,
1767,Black Legs,Jambes noires,Schwarze Beine,Patas Negras,Gambe Nere,,0,4,10,5,,0,2,5,2,18,,2,4,4,3,-2,
1768,Death Stench Heel,Talon odeur de mort,Todesgestank-Ferse,Tacón Hedor Muerte,Tallone Puzza Morte,,0,4,3,4,,0,1,5,1,40,,2,1,1,-1,0,
1769,Death Stench March,Marche odeur de mort,Todesgestank-Marsch,Marcha Hedor Muerte,Marcia Puzza Morte,,0,4,3,4,,0,2,5,1,20,,3,2,2,0,1,
1770,Lava Greaves,Grèves Lava X,Lava-Schienen,Grebas Lava,Schinieri Lava X,,0,4,7,10,,0,1,5,1,40,,4,-3,0,0,1,
1771,Lava Leggings,Cuissardes Lava X,Lava-Gamaschen,Calzas Lava,Gambali di Lava X,,0,4,7,10,,0,2,5,1,20,,5,-1,2,2,2,
1772,Mizuha Leg Wrap,Jambière Mizuha,Mizuha-Beinschutz,Cinta Pierna Mizuha,Gambali Mizuha,,0,4,3,5,,0,1,5,1,40,,-4,3,0,4,-1,
1773,Extravagant Trousers,Culotte extravagante,Extravagante Hose,Pantalones Extrava.,Pantaloni Stravag.,,0,4,3,5,,0,2,5,1,20,,-3,4,1,5,0,
1774,Kushala Crus,Mollet Kushala,Kushala-Crus,Tibia Kushala,Tibia di Kushala,,0,4,3,4,,0,1,5,1,42,,0,2,-2,4,-3,
1775,Kushala Shank,Jarret Kushala,Kushala-Unterschnkl,Anca Kushala,Stinco di Kushala,,0,4,3,4,,0,2,5,1,21,,2,3,-2,5,-2,
1776,Kirin Leg Guards,Jambières Kirin,Kirin-Beinschutz,Def. Piernas Kirin,Paragambe Kirin,,0,4,3,5,,0,1,5,1,44,,0,2,4,0,-1,
1777,Kirin Boots,Bottes Kirin,Kirin-Stiefel,Botas de Kirin,Stivali Kirin,,0,4,3,5,,0,2,5,1,22,,1,4,6,1,0,
1778,GuardianSpirit Boots,Bottes Esprit Gard.,WächterseelenStiefel,Botas de Matanza,Stiv. Spir. Guard.,,0,4,3,4,,0,1,5,1,44,,2,2,0,-2,-2,
1779,Carnage Boots,Pantalon carnage,Gemetzelstiefel,Pant. Espír. Guar.,Stivali Strage,,0,4,3,4,,0,2,5,1,22,,3,4,2,-1,-1,
1780,Auroros Pants,Pantalon Auroros,Auroros-Hose,Pantalones Auroros,Pantaloni Auroros,,0,4,3,6,,1,1,5,2,44,,-2,2,0,2,-4,
1781,Genesis Pants,Pantalon Genesis,Genesis-Hose,Pantalones Génesis,Pantaloni Genesis,,0,4,3,6,,1,2,5,1,22,,1,3,2,3,-2,
1782,Borealis Pants,Pantalon Borealis,Borealis-Hose,Pantalones Boreal,Pantaloni Borealis,,0,4,3,6,,2,1,5,2,44,,-2,2,0,2,-4,
1783,Glyph Pants,Pantalon Glyphe,Glyph-Hose,Pantalones Glyph,Pantaloni Glifo,,0,4,3,6,,2,2,5,1,22,,1,3,2,3,-2,
1784,Red Borealis Pants,Pant. Borealis rouge,Rote Borealis-Hose,Pant. Boreal Rojo,Pant. Borealis Rossi,,0,4,3,6,,2,1,5,1,44,,2,-2,0,0,-4,
1785,Red Glyph Pants,Pant. Glyphe rouge,Rote Glyph-Hose,Pant. Glyph Rojo,Pant. Glifo Rossi,,0,4,3,6,,2,2,5,1,22,,3,1,2,1,-2,
1786,Empress Greaves,Grèves Impératrice,Kaiserin-Beinschn,Grebas de Emperatriz,Schinieri Imperatr.,,0,4,10,5,,0,1,5,1,46,,5,-1,0,0,-2,
1787,Empress Leggings,Cuiss. Impératrice,Kaiserin-Gamaschen,Calzas de Emperatriz,Gambali Imperatrice,,0,4,10,5,,0,2,5,1,23,,6,1,2,0,-1,
1788,Indra Leggings,Cuissardes Indra,Indra-Gamaschen,Calzas de Indra,Gambali Indra,,0,4,3,6,,0,1,5,1,48,,-2,3,2,2,-2,
1789,Steadfast Boots,Bottes inébranlables,Standfeste Stiefel,Botas Firmes,Stivali Solidi,,0,4,3,6,,0,2,5,1,24,,0,5,3,3,-1,
1790,Kaiser Greaves,Grèves Kaiser,Kaiser-Beinschienen,Grebas de Kaiser,Schinieri del Kaiser,,0,4,3,6,,0,1,5,1,48,,5,-1,0,0,-2,
1791,Kaiser Leggings,Cuissardes Kaiser,Kaiser-Gamaschen,Calzas de Kaiser,Gambali del Kaiser,,0,4,3,6,,0,2,5,1,24,,6,1,2,0,-1,
1792,(dummy)Red Lobster Greaves,(dummy)Red Lobster Greaves,(dummy)Red Lobster Greaves,(dummy)Red Lobster Greaves,(dummy)Red Lobster Greaves,,0,4,6,5,,0,1,5,2,32,,3,0,-2,1,0,
1793,(dummy)RedLobster Leggings,(dummy)RedLobster Leggings,(dummy)RedLobster Leggings,(dummy)RedLobster Leggings,(dummy)RedLobster Leggings,,0,4,6,5,,0,2,5,2,15,,3,0,0,1,1,
1794,Monodevil Greaves,Grèves Monodevil,Monodevil-Beinschn,Grebas Monodevil,Schinieri Monodevil,,0,4,10,4,,0,1,5,1,34,,2,-1,-2,-1,-1,
1795,Monodevil Leggings,Cuissardes Monodevil,Monodevil-Gamaschen,Calzas de Monodevil,Gambali Monodevil,,0,4,10,4,,0,2,5,1,16,,4,2,0,0,0,
1796,Rathian HeartGreaves,Grèves cœur Rathian,Rathianherz-Schienen,Greb. Cor. Rathian U,Sch. Cuore Rathian,,0,4,3,6,,0,1,5,2,36,,2,0,-2,0,-4,
1797,RathianHeartLeggings,Cuiss. cœur Rathian,RathianherzGamaschen,Calz. Cor. Rathian U,Gamb. Cuore Rathian,,0,4,3,6,,0,2,5,2,16,,4,2,0,2,-2,
1798,Rathalos SoulGreaves,Grèves âme Rathalos,Rathalosseel-Schien,Greb. Alma RathalosU,Sch. Anima Rathalos,,0,4,3,6,,0,1,5,2,38,,2,-1,2,0,-4,
1799,RathalosSoulLeggings,Cuiss. âme Rathalos,Rathalosseel-Gamasch,Calz. Alma RathalosU,Gamb. Anima Rathalos,,0,4,3,6,,0,2,5,1,18,,4,2,5,1,-2,
1800,Mafumofu Boots S,Bottes Mafumofu S,Mafumofu-Stiefel S,Botas Mafumofu S,Stivali Mafumofu S,,0,4,4,7,,0,0,6,1,20,,0,0,0,3,0,
1801,Green Pants S,Pantalon vert S,Grüne Hose S,Pantalones Verdes S,Pantaloni Verdi S,,0,4,4,7,,0,0,6,0,22,,2,0,0,0,0,
1802,Blue Pants S,Pantalon bleu S,Blaue Hose S,Pantalones Azules S,Pantaloni Blu S,,0,4,4,7,,0,0,6,1,24,,2,2,-2,1,0,
1803,Hunter's Greaves S,Grèves de chasseur S,Jäger-Beinschienen S,Grebas de Cazador S,Schinieri Cacciat. S,,0,4,4,7,,0,1,6,1,38,,0,0,-4,0,0,
1804,Hunter's Leggings S,Cuiss. de chasseur S,Jäger-Gamaschen S,Calzas de Cazador S,Gambali Cacciat. S,,0,4,4,7,,0,2,6,1,26,,2,2,-2,2,0,
1805,Bone Greaves S,Grèves d'os S,Knochen-BeinschieneS,Grebas de Hueso S,Schinieri Osso S,,0,4,4,7,,0,1,6,1,44,,2,2,-2,-2,-2,
1806,Bone Leggings S,Cuissardes d'os S,Knochen-Gamaschen S,Calzas de Hueso S,Gambali Osso S,,0,4,4,7,,0,2,6,1,26,,5,5,0,-1,0,
1807,Battle Greaves S,Grèves de combat S,Kampf-Beinschienen S,Grebas de Combate S,Schinieri Batt. S,,0,4,4,7,,0,1,6,1,46,,2,-2,-2,-1,0,
1808,Battle Leggings S,Cuiss. de combat S,Kampf-Gamaschen S,Calzas de Combate S,Gambali Batt. S,,0,4,4,7,,0,2,6,2,26,,4,0,0,0,2,
1809,Velociprey Greaves S,Grèves Velociprey S,Velociprey-SchienenS,Grebas Velociprey S,Schin. Velociprey S,,0,4,4,7,,0,1,6,2,50,,1,1,1,0,-1,
1810,Velociprey LeggingsS,Cuiss. Velociprey S,Velociprey-GamascheS,Calzas Velociprey S,Gambali Velociprey S,,0,4,4,7,,0,2,6,2,26,,3,3,3,1,0,
1811,Vespoid Greaves S,Grèves Vespoid S,Vespoid-Schienen S,Grebas de Vespoid S,Schinieri Vespoid S,,0,4,4,7,,0,1,6,2,50,,-6,-5,2,-4,2,
1812,Vespoid Leggings S,Cuiss. Vespoid S,Vespoid-Gamaschen S,Calzas de Vespoid S,Gambali Vespoid S,,0,4,4,7,,0,2,6,2,26,,-5,-4,5,-3,2,
1813,Hi-Metal Greaves S,Grèves haut-métal S,Hochmetall-SchienenS,Grebas Megametal S,Schinieri Hi-Metal S,,0,4,4,7,,0,1,6,2,50,,-2,-2,3,-1,0,
1814,Hi-Metal Leggings S,Cuiss. haut-métal S,Hochmetall-GamascheS,Calzas Megametal S,Gambali Hi-Metal S,,0,4,4,7,,0,2,6,2,26,,0,0,5,0,0,
1815,Hornet Greaves S,Grèves Hornet S,Hornissen-Schienen S,Grebas de Hornet. S,Schinieri Hornet S,,0,4,4,7,,0,1,6,1,52,,-6,-1,-5,-5,2,
1816,Hornet Leggings S,Cuissardes Hornet S,Hornissen-GamaschenS,Calzas de Hornet. S,Gambali Hornet S,,0,4,4,7,,0,2,6,1,26,,-5,2,-3,-4,3,
1817,Genprey Greaves S,Grèves Genprey S,GenpreyBeinschienenS,Grebas de Genprey S,Schinieri Genprey S,,0,4,4,7,,0,1,6,2,52,,2,-2,3,-2,-1,
1818,Genprey Leggings S,Cuiss. Genprey S,Genprey-Gamaschen S,Calzas de Genprey S,Gambali Genprey S,,0,4,4,7,,0,2,6,2,26,,4,0,5,0,0,
1819,Ioprey Greaves S,Grèves Ioprey S,Ioprey-BeinschienenS,Grebas de Ioprey S,Schinieri Ioprey S,,0,4,4,7,,0,1,6,0,52,,3,2,-2,1,-1,
1820,Ioprey Leggings S,Cuissardes Ioprey S,Ioprey-Gamaschen S,Calzas de Ioprey S,Gambali Ioprey S,,0,4,4,7,,0,2,6,0,28,,4,3,0,2,0,
1821,Kut-Ku Greaves S,Grèves Kut-Ku S,Kut-Ku-BeinschienenS,Grebas de Kut-Ku S,Schinieri Kut-Ku S,,0,4,4,7,,0,1,6,2,52,,2,-2,0,-2,-1,
1822,Kut-Ku Leggings S,Cuissardes Kut-Ku S,Kut-Ku-Gamaschen S,Calzas de Kut-Ku S,Gambali di Kut-Ku S,,0,4,4,7,,0,2,6,2,28,,5,1,3,-1,0,
1823,Cephalos Greaves S,Grèves Cephalos S,Cephalos-Schienen S,Grebas de Cephalos S,Schinieri Cephalos S,,0,4,4,7,,0,1,6,2,54,,-3,2,-4,2,0,
1824,Cephalos Leggings S,Cuiss. Cephalos S,Cephalos-Gamaschen S,Calzas de Cephalos S,Gambali Cephalos S,,0,4,4,7,,0,2,6,2,28,,-1,5,-2,3,1,
1825,Conga Greaves S,Grèves Conga S,Conga-Beinschienen S,Grebas de Conga S,Schinieri di Conga S,,0,4,4,7,,0,1,6,1,54,,-3,2,2,-1,0,
1826,Conga Leggings S,Cuissardes Conga S,Conga-Gamaschen S,Calzas de Conga S,Gambali di Conga S,,0,4,4,7,,0,2,6,1,28,,-1,4,4,0,1,
1827,Gypceros Greaves S,Grèves Gypceros S,Gypceros-Schienen S,Grebas de Gypceros S,Schinieri Gypceros S,,0,4,5,7,,0,1,6,2,54,,-4,1,4,1,0,
1828,Gypceros Leggings S,Cuiss. Gypceros S,Gypceros-Gamaschen S,Calzas de Gypceros S,Gambali Gypceros S,,0,4,5,7,,0,2,6,2,28,,-1,4,6,3,0,
1829,Khezu Greaves S,Grèves Khezu S,Khezu-Beinschienen S,Grebas de Khezu S,Schinieri Khezu S,,0,4,5,7,,0,1,6,1,56,,-3,3,4,1,0,
1830,Khezu Leggings S,Cuissardes Khezu S,Khezu-Gamaschen S,Calzas de Khezu S,Gambali Khezu S,,0,4,5,7,,0,2,6,1,28,,-1,5,6,2,0,
1831,Hermitaur Greaves S,Grèves Hermitaur S,Hermitaur-Beinschn S,Grebas Hermitaur S,Schin. Hermitaur S,,0,4,4,7,,0,1,6,2,56,,-3,3,-4,0,1,
1832,Hermitaur Leggings S,Cuiss. Hermitaur S,Hermitaur-Gamaschn S,Calzas de HermitaurS,Gambali Hermitaur S,,0,4,4,7,,0,2,6,2,28,,-1,5,-2,1,2,
1833,Hypno Greaves S,Grèves Hypno S,Hypno-Schienen S,Grebas Hypno S,Schinieri Hypno S,,0,4,7,7,,0,1,6,1,56,,-2,2,0,1,1,
1834,Hypno Leggings S,Cuissardes Hypno S,Hypno-Gamaschen S,Calzas Hypno S,Gambali di Hypno S,,0,4,7,7,,0,2,6,1,28,,0,4,2,3,2,
1835,Basarios Greaves S,Grèves Basarios S,Basarios-Schienen S,Grebas de Basarios S,Schinieri Basarios S,,0,4,5,7,,0,1,6,2,56,,0,2,2,1,-2,
1836,Basarios Leggings S,Cuiss. Basa rios S,Basarios-Gamaschen S,Calzas de Basarios S,Gambali Basarios S,,0,4,5,7,,0,2,6,1,28,,2,4,4,2,0,
1837,Plesioth Greaves S,Grèves Plesioth S,Plesioth-Schienen S,Grebas de Plesioth S,Schinieri Plesioth S,,0,4,5,8,,0,1,6,1,58,,-4,4,-4,2,0,
1838,Plesioth Leggings S,Cuiss. Plesioth S,Plesioth-Gamaschen S,Calzas de Plesioth S,Gambali Plesioth S,,0,4,5,8,,0,2,6,1,30,,-2,6,-2,3,1,
1839,Monoblos Greaves S,Grèves Monoblos S,Monoblos-Beinschn S,Grebas de Monoblos S,Schinieri Monoblos S,,0,4,10,8,,0,1,6,1,60,,2,-1,-2,-1,-1,
1840,Monoblos Leggings S,Cuiss. Monoblos S,Monoblos-Gamaschen S,Calzas Monoblos S,Gambali Monoblos S,,0,4,10,8,,0,2,6,1,30,,4,2,0,0,0,
1841,Garuga Greaves S,Grèves Garuga S,Garuga-Schienen S,Grebas Garuga S,Schinieri Garuga S,,0,4,8,8,,0,1,6,2,60,,2,0,2,0,0,
1842,Garuga Leggings S,Cuissardes Garuga S,Garuga-Gamaschen S,Calzas Garuga S,Gambali di Garuga S,,0,4,8,8,,0,2,6,2,30,,3,2,3,1,0,
1843,Blango Greaves S,Grèves Blango S,Blango-BeinschienenS,Grebas de Blango S,Schin. di Blango S,,0,4,5,8,,0,1,6,2,60,,-4,2,0,3,1,
1844,Blango Leggings S,Cuissardes Blango S,Blango-Gamaschen S,Calzas de Blango S,Gambali di Blango S,,0,4,5,8,,0,2,6,2,30,,-3,4,1,5,2,
1845,Ceanataur Greaves S,Grèves Ceanataur S,Ceanataur-Beinschn S,Grebas de Cenataur S,Schin. Ceanataur S,,0,4,5,8,,0,1,6,2,61,,1,2,-1,-1,0,
1846,Ceanataur Leggings S,Cuiss. Ceanataur S,Ceanataur-Gamaschn S,Calzas Ceanataur S,Gambali Ceanataur S,,0,4,5,8,,0,2,6,2,30,,2,4,0,0,2,
1847,Rathian Greaves S,Grèves Rathian S,Rathian-Schienen S,Grebas de Rathian S,Schinieri Rathian S,,0,4,5,9,,0,1,6,2,62,,2,0,-2,0,-4,
1848,Rathian Leggings S,Cuissardes Rathian S,Rathian-Gamaschen S,Calzas de Rathian S,Gambali Rathian S,,0,4,5,9,,0,2,6,1,30,,4,2,0,2,-2,
1849,Narga Greaves S,Grèves Narga S,Narga-Schienen S,Grebas Narga S,Schinieri Narga S,,0,4,8,9,,0,1,6,2,62,,-4,3,-3,2,0,
1850,Narga Leggings S,Cuissardes Narga S,Narga-Gamaschen S,Calzas Narga S,Gambali di Narga S,,0,4,8,9,,0,2,6,2,30,,-2,4,-1,3,1,
1851,Tigrex Greaves S,Grèves Tigrex S,Tigrex-BeinschienenS,Grebas de Tigrex S,Schinieri Tigrex S,,0,4,6,9,,0,1,6,2,64,,3,2,-2,3,-1,
1852,Tigrex Leggings S,Cuissardes Tigrex S,Tigrex-Gamaschen S,Calzas de Tigrex S,Gambali di Tigrex S,,0,4,6,9,,0,2,6,2,30,,4,3,-1,4,0,
1853,Rathalos Greaves S,Grèves Rathalos S,Rathalos-Schienen S,Grebas de Rathalos S,Schinieri Rathalos S,,0,4,5,9,,0,1,6,2,64,,2,-1,2,-3,-4,
1854,Rathalos Leggings S,Cuiss. Rathalos S,Rathalos-Gamaschen S,Calzas de Rathalos S,Gambali Rathalos S,,0,4,5,9,,0,2,6,2,30,,4,0,5,-1,-2,
1855,Diablo Greaves S,Grèves Diablos S,DiablosBeinschienenS,Grebas Diablos S,Schinieri Diablos S,,0,4,6,9,,0,1,6,2,64,,3,-1,1,-2,0,
1856,Diablo Leggings S,Cuissardes Diablos S,Diablos-Gamaschen S,Calzas de Diablos S,Gambali di Diablos S,,0,4,6,9,,0,2,6,1,30,,5,2,4,-1,0,
1857,Gravios Greaves S,Grèves Gravios S,Gravios-Schienen S,Grebas de Gravios S,Schinieri Gravios S,,0,4,6,9,,0,1,6,1,64,,2,-2,2,0,-2,
1858,Gravios Leggings S,Cuissardes Gravios S,Gravios-Gamaschen S,Calzas de Gravios S,Gambali Gravios S,,0,4,6,9,,0,2,6,1,30,,4,1,3,1,0,
1859,Cream Pants,Pantalon crème,Cremefarbene Hose,Pantalones Crema,Pantaloni Crema,,0,4,4,7,,0,0,7,3,20,,2,0,0,0,0,
1860,Coffee Pants,Pantalon café,Kaffeefarbene Hose,Pantalones Café,Pantaloni Caffè,,0,4,4,7,,0,0,7,2,22,,2,2,-2,1,0,
1861,Hunter's Greaves U,Grèves de chasseur U,Jäger-Beinschienen U,Grebas de Cazador U,Schinieri Cacciat. U,,0,4,4,7,,0,1,7,2,36,,0,0,-4,0,0,
1862,Hunter's Leggings U,Cuiss. de chasseur U,Jäger-Gamaschen U,Calzas de Cazador U,Gambali Cacciat. U,,0,4,4,7,,0,2,7,2,24,,2,2,-2,2,0,
1863,Bone Greaves U,Grèves d'os U,Knochen-BeinschieneU,Grebas de Hueso U,Schinieri Osso U,,0,4,4,7,,0,1,7,2,42,,2,2,-2,-2,-2,
1864,Bone Leggings U,Cuissardes d'os U,Knochen-Gamaschen U,Calzas de Hueso U,Gambali Osso U,,0,4,4,7,,0,2,7,2,24,,5,5,0,-1,0,
1865,Battle Greaves U,Grèves de combat U,Kampf-Beinschienen U,Grebas de Combate U,Schinieri Batt. U,,0,4,4,7,,0,1,7,2,44,,2,-2,-2,-1,0,
1866,Battle Leggings U,Cuiss. de combat U,Kampf-Gamaschen U,Calzas de Combate U,Gambali Batt. U,,0,4,4,7,,0,2,7,3,24,,4,0,0,0,2,
1867,Giaprey Greaves U,Grèves Giaprey U,Giaprey-Beinschn U,Grebas de Giaprey U,Schinieri Giaprey U,,0,4,4,7,,0,1,7,2,44,,0,1,1,3,-1,
1868,Giaprey Leggings U,Cuissardes Giaprey U,Giaprey-Gamaschen U,Calzas de Giaprey U,Gambali di Giaprey U,,0,4,4,7,,0,2,7,2,24,,1,3,3,4,0,
1869,Vespoid Greaves U,Grèves Vespoid U,Vespoid-Schienen U,Grebas de Vespoid U,Schinieri Vespoid U,,0,4,4,7,,0,1,7,3,48,,-6,-5,2,-4,2,
1870,Vespoid Leggings U,Cuissardes Vespoid U,Vespoid-Gamaschen U,Calzas de Vespoid U,Gambali Vespoid U,,0,4,4,7,,0,2,7,2,24,,-5,-4,5,-3,2,
1871,Hi-Metal Greaves U,Grèves haut-métal U,Hochmetall-SchienenU,Grebas Megametal U,Schinieri Hi-Metal U,,0,4,4,7,,0,1,7,2,48,,-2,-2,3,-1,0,
1872,Hi-Metal Leggings U,Cuiss. haut-métal U,Hochmetall-GamascheU,Calzas Megametal U,Gambali Hi-Metal U,,0,4,4,7,,0,2,7,2,24,,0,0,5,0,0,
1873,Hornet Greaves U,Grèves Hornet U,Hornissen-Schienen U,Grebas de Hornet. U,Schinieri Hornet U,,0,4,4,7,,0,1,7,2,50,,-6,-1,-5,-5,2,
1874,Hornet Leggings U,Cuissardes Hornet U,Hornissen-GamaschenU,Calzas de Hornet. U,Gambali Hornet U,,0,4,4,7,,0,2,7,2,24,,-5,2,-3,-4,3,
1875,Genprey Greaves U,Grèves Genprey U,GenpreyBeinschienenU,Grebas de Genprey U,Schinieri Genprey U,,0,4,4,7,,0,1,7,2,50,,2,-2,3,-2,-1,
1876,Genprey Leggings U,Cuissardes Genprey U,Genprey-Gamaschen U,Calzas de Genprey U,Gambali Genprey U,,0,4,4,7,,0,2,7,2,24,,4,0,5,0,0,
1877,Ioprey Greaves U,Grèves Ioprey U,Ioprey-BeinschienenU,Grebas de Ioprey U,Schinieri Ioprey U,,0,4,5,7,,0,1,7,2,50,,3,2,-2,1,-1,
1878,Ioprey Leggings U,Cu issardes Ioprey U,Ioprey-Gamaschen U,Calzas de Ioprey U,Gambali Ioprey U,,0,4,5,7,,0,2,7,2,26,,4,3,0,2,0,
1879,Kut-Ku Greaves U,Grèves Kut-Ku U,Kut-Ku-BeinschienenU,Grebas de Kut-Ku U,Schinieri Kut-Ku U,,0,4,4,8,,0,1,7,3,50,,2,-2,0,-2,-1,
